Id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
24307,48,blue-collar,married,primary,no,237,yes,no,unknown,19,jun,18,18,-1,0,unknown,no
24308,36,admin.,married,secondary,no,114,yes,yes,unknown,8,may,147,1,-1,0,unknown,no
24309,42,blue-collar,married,unknown,no,8600,no,no,unknown,11,jun,90,9,-1,0,unknown,no
24310,28,management,single,tertiary,no,0,no,no,telephone,27,may,198,2,-1,0,unknown,no
24311,38,entrepreneur,married,secondary,no,2139,yes,no,unknown,9,may,576,1,-1,0,unknown,no
24312,55,retired,single,primary,no,700,no,yes,unknown,27,jun,141,1,-1,0,unknown,no
24313,42,blue-collar,married,secondary,no,-755,yes,yes,unknown,2,jun,312,1,-1,0,unknown,no
24314,54,management,married,tertiary,yes,153,no,no,unknown,9,jun,99,3,-1,0,unknown,no
24315,36,self-employed,single,secondary,no,3670,yes,no,unknown,29,may,617,2,-1,0,unknown,no
24316,26,technician,single,secondary,no,3244,no,no,cellular,28,jan,390,1,-1,0,unknown,no
24317,55,admin.,single,secondary,yes,986,no,yes,cellular,2,feb,12,3,-1,0,unknown,no
24318,26,student,single,unknown,no,-41,yes,no,unknown,8,may,229,2,-1,0,unknown,no
24319,31,admin.,married,secondary,no,535,no,no,unknown,9,may,249,3,-1,0,unknown,no
24320,47,housemaid,married,primary,no,0,no,yes,telephone,23,jul,203,4,-1,0,unknown,no
24321,32,technician,single,secondary,no,-1,yes,no,cellular,12,may,37,1,-1,0,unknown,no
24322,45,admin.,married,secondary,no,740,no,yes,cellular,19,aug,109,2,-1,0,unknown,no
24323,35,blue-collar,married,secondary,no,698,yes,yes,unknown,30,may,1343,3,-1,0,unknown,yes
24324,35,blue-collar,single,primary,no,109,yes,no,unknown,7,may,83,2,-1,0,unknown,no
24325,34,management,single,tertiary,no,3679,yes,no,cellular,21,nov,146,1,101,1,failure,no
24326,53,admin.,married,secondary,no,2851,no,yes,telephone,1,jun,89,1,119,1,failure,no
24327,28,admin.,married,secondary,no,-97,yes,no,cellular,29,jan,79,1,225,2,success,no
24328,37,blue-collar,married,primary,no,2079,yes,yes,cellular,14,may,299,1,360,2,failure,no
24329,54,management,married,tertiary,no,3020,no,no,cellular,12,aug,106,2,-1,0,unknown,no
24330,36,services,married,secondary,no,30,no,yes,cellular,8,jul,716,5,-1,0,unknown,yes
24331,26,management,single,secondary,no,63,no,no,cellular,28,jul,76,4,-1,0,unknown,no
24332,25,student,married,tertiary,no,10,yes,no,cellular,21,jul,857,4,-1,0,unknown,yes
24333,44,management,married,primary,no,2276,yes,no,unknown,17,jun,321,1,-1,0,unknown,no
24334,32,services,married,secondary,no,61,yes,no,cellular,8,jul,529,5,-1,0,unknown,no
24335,39,management,married,tertiary,no,12855,yes,no,cellular,19,nov,108,4,173,1,failure,no
24336,60,retired,married,secondary,no,30,no,no,cellular,22,aug,629,4,-1,0,unknown,no
24337,40,unemployed,divorced,secondary,no,0,no,no,unknown,11,jun,473,1,-1,0,unknown,no
24338,36,housemaid,married,secondary,no,556,yes,no,cellular,7,may,35,3,-1,0,unknown,no
24339,30,technician,single,secondary,no,309,no,no,cellular,13,aug,99,1,-1,0,unknown,no
24340,37,services,married,primary,yes,-483,yes,yes,cellular,19,nov,70,3,-1,0,unknown,no
24341,43,blue-collar,married,secondary,no,171,yes,no,cellular,13,may,96,1,364,1,failure,no
24342,56,management,married,secondary,no,1502,no,no,telephone,31,jul,119,11,-1,0,unknown,no
24343,48,blue-collar,married,secondary,no,503,yes,no,cellular,14,may,105,1,-1,0,unknown,no
24344,42,services,divorced,secondary,no,108,no,no,cellular,25,jul,360,13,-1,0,unknown,no
24345,48,management,divorced,tertiary,no,-478,yes,no,cellular,17,nov,87,5,167,6,failure,no
24346,30,unknown,single,unknown,no,6929,no,no,cellular,19,nov,341,1,-1,0,unknown,no
24347,40,management,divorced,tertiary,no,3355,no,no,cellular,1,jun,212,1,-1,0,unknown,no
24348,35,services,married,tertiary,no,0,yes,no,unknown,2,jun,312,2,-1,0,unknown,no
24349,41,blue-collar,married,primary,no,-52,yes,no,unknown,8,may,120,5,-1,0,unknown,no
24350,70,retired,divorced,primary,no,383,no,no,cellular,28,apr,50,2,-1,0,unknown,no
24351,60,entrepreneur,married,primary,no,2408,no,no,telephone,20,apr,102,4,-1,0,unknown,no
24352,26,services,single,secondary,no,1114,no,no,cellular,9,feb,44,2,-1,0,unknown,no
24353,47,services,divorced,secondary,no,430,yes,yes,unknown,14,may,335,1,-1,0,unknown,no
24354,36,technician,married,tertiary,no,-718,yes,no,unknown,20,jun,11,20,-1,0,unknown,no
24355,36,technician,divorced,tertiary,no,0,no,no,unknown,23,may,539,2,-1,0,unknown,no
24356,36,blue-collar,single,primary,no,49,yes,no,unknown,8,may,405,1,-1,0,unknown,no
24357,50,management,married,tertiary,no,305,yes,no,telephone,14,jul,111,3,-1,0,unknown,no
24358,60,blue-collar,married,unknown,no,104,yes,no,unknown,5,may,22,1,-1,0,unknown,no
24359,46,admin.,married,unknown,no,2115,yes,no,unknown,20,jun,10,3,-1,0,unknown,no
24360,48,admin.,married,secondary,no,844,no,no,cellular,28,aug,12,21,-1,0,unknown,no
24361,33,technician,single,secondary,no,390,yes,no,cellular,14,jul,254,2,-1,0,unknown,no
24362,30,technician,married,unknown,yes,-315,yes,no,unknown,8,may,201,2,-1,0,unknown,no
24363,58,technician,divorced,secondary,no,0,yes,no,unknown,26,may,273,2,-1,0,unknown,no
24364,40,retired,divorced,primary,no,919,yes,no,cellular,14,may,103,2,-1,0,unknown,no
24365,33,technician,single,tertiary,no,255,no,no,cellular,21,aug,247,3,-1,0,unknown,no
24366,41,entrepreneur,married,tertiary,no,2249,yes,no,telephone,16,jul,231,5,-1,0,unknown,no
24367,34,admin.,married,secondary,no,764,no,no,cellular,9,feb,89,2,-1,0,unknown,no
24368,32,admin.,married,secondary,no,56,yes,no,cellular,2,feb,275,1,258,1,other,no
24369,54,management,married,primary,no,113,no,no,unknown,12,may,76,3,-1,0,unknown,no
24370,54,management,married,tertiary,no,1168,no,no,telephone,4,may,150,5,-1,0,unknown,no
24371,46,management,married,tertiary,no,583,yes,no,unknown,30,may,135,3,-1,0,unknown,no
24372,34,technician,married,secondary,no,1005,no,no,cellular,26,aug,209,7,-1,0,unknown,no
24373,52,technician,married,unknown,no,562,no,no,unknown,17,jun,187,1,-1,0,unknown,no
24374,44,services,married,secondary,no,1335,yes,no,cellular,30,jul,94,5,-1,0,unknown,no
24375,54,blue-collar,married,secondary,no,-932,yes,no,unknown,7,may,799,1,-1,0,unknown,no
24376,37,blue-collar,married,primary,no,623,no,no,cellular,26,mar,267,2,-1,0,unknown,no
24377,47,management,divorced,unknown,no,582,yes,yes,unknown,16,jun,123,2,-1,0,unknown,no
24378,39,admin.,married,unknown,no,378,no,no,unknown,20,jun,17,5,-1,0,unknown,no
24379,32,management,married,tertiary,no,128,yes,no,cellular,28,jul,320,3,-1,0,unknown,no
24380,34,blue-collar,married,secondary,no,0,yes,no,cellular,8,may,325,1,170,2,failure,no
24381,49,admin.,married,secondary,no,1047,no,no,cellular,8,aug,133,4,-1,0,unknown,no
24382,55,unemployed,married,secondary,no,1436,yes,no,cellular,4,feb,969,2,-1,0,unknown,no
24383,56,admin.,married,secondary,no,95,yes,no,cellular,18,may,428,2,-1,0,unknown,no
24384,53,housemaid,married,primary,no,-286,yes,no,cellular,9,jul,126,1,-1,0,unknown,no
24385,58,unemployed,single,tertiary,no,2094,no,no,cellular,1,jun,161,2,-1,0,unknown,no
24386,27,technician,single,tertiary,no,-291,yes,no,unknown,20,may,66,2,-1,0,unknown,no
24387,57,blue-collar,married,primary,no,211,yes,no,cellular,3,apr,239,2,-1,0,unknown,no
24388,35,blue-collar,married,primary,no,914,yes,no,unknown,27,may,374,9,-1,0,unknown,no
24389,45,blue-collar,single,secondary,no,143,no,no,unknown,5,jun,201,1,-1,0,unknown,no
24390,43,admin.,divorced,tertiary,no,1440,yes,yes,cellular,21,nov,149,1,175,1,failure,no
24391,53,retired,married,secondary,no,1004,yes,no,unknown,29,may,155,1,-1,0,unknown,no
24392,35,management,single,secondary,no,138,yes,yes,cellular,17,jul,79,1,-1,0,unknown,no
24393,46,blue-collar,married,primary,no,328,yes,no,unknown,21,may,526,8,-1,0,unknown,no
24394,45,services,married,primary,no,132,no,no,cellular,14,jul,179,2,-1,0,unknown,no
24395,49,blue-collar,divorced,primary,no,514,no,no,cellular,17,nov,221,1,-1,0,unknown,no
24396,26,blue-collar,single,secondary,no,856,yes,yes,cellular,30,jul,95,5,-1,0,unknown,no
24397,32,management,single,secondary,no,3829,no,yes,cellular,20,nov,267,1,-1,0,unknown,no
24398,29,technician,single,secondary,no,577,yes,no,cellular,18,may,18,4,-1,0,unknown,no
24399,30,admin.,single,secondary,no,81,yes,no,cellular,6,aug,121,6,112,3,other,no
24400,31,admin.,married,secondary,no,-241,yes,no,cellular,22,jul,1287,5,-1,0,unknown,no
24401,34,technician,married,secondary,no,1,no,no,cellular,22,jul,344,3,-1,0,unknown,no
24402,30,management,single,tertiary,no,2876,no,no,cellular,6,aug,103,4,-1,0,unknown,no
24403,42,management,married,tertiary,no,484,yes,no,cellular,11,jul,144,2,-1,0,unknown,no
24404,51,management,divorced,tertiary,no,1267,yes,no,unknown,30,may,254,2,-1,0,unknown,no
24405,36,student,married,primary,no,3503,no,no,unknown,6,jun,31,1,-1,0,unknown,no
24406,45,blue-collar,married,secondary,no,1678,yes,no,unknown,18,nov,187,1,154,1,failure,no
24407,33,management,married,tertiary,no,0,yes,no,unknown,23,may,57,5,-1,0,unknown,no
24408,37,management,married,tertiary,no,1025,yes,no,cellular,18,jul,379,3,-1,0,unknown,no
24409,29,admin.,single,secondary,no,710,yes,yes,cellular,15,may,51,1,345,2,failure,no
24410,33,admin.,married,tertiary,no,585,yes,no,cellular,17,nov,131,1,-1,0,unknown,no
24411,29,admin.,single,secondary,no,1117,yes,no,unknown,8,may,77,2,-1,0,unknown,no
24412,37,admin.,single,tertiary,no,-898,yes,no,unknown,21,may,482,1,-1,0,unknown,no
24413,34,entrepreneur,married,unknown,no,98,no,yes,cellular,4,feb,268,1,-1,0,unknown,no
24414,36,blue-collar,single,secondary,no,50,no,no,telephone,2,feb,38,1,-1,0,unknown,no
24415,43,unemployed,married,secondary,no,1943,yes,no,cellular,3,apr,273,2,136,2,failure,no
24416,59,admin.,married,unknown,no,0,no,no,unknown,11,jun,242,2,-1,0,unknown,no
24417,40,blue-collar,married,primary,no,592,yes,no,cellular,18,may,80,3,350,2,failure,no
24418,30,technician,single,tertiary,no,1109,no,no,cellular,22,aug,215,2,-1,0,unknown,no
24419,34,blue-collar,single,secondary,no,13683,yes,no,cellular,20,apr,92,3,321,3,failure,no
24420,27,admin.,single,tertiary,no,689,no,no,cellular,26,jan,98,1,307,1,failure,no
24421,31,admin.,single,tertiary,no,7505,yes,yes,unknown,2,jun,258,1,-1,0,unknown,no
24422,30,unemployed,married,secondary,no,221,no,no,cellular,8,aug,61,4,-1,0,unknown,no
24423,39,entrepreneur,married,tertiary,no,36,yes,no,unknown,26,may,488,3,-1,0,unknown,no
24424,44,unemployed,married,secondary,no,728,yes,no,cellular,7,apr,185,1,328,11,failure,no
24425,40,blue-collar,married,primary,no,104,yes,no,unknown,26,may,470,2,-1,0,unknown,no
24426,32,management,married,tertiary,no,268,yes,yes,cellular,20,apr,106,3,-1,0,unknown,no
24427,60,services,married,primary,no,0,no,no,cellular,27,aug,114,9,-1,0,unknown,no
24428,23,blue-collar,married,primary,no,-213,no,no,unknown,13,may,165,2,-1,0,unknown,no
24429,56,admin.,divorced,secondary,no,279,yes,no,cellular,11,may,288,2,-1,0,unknown,no
24430,45,management,divorced,tertiary,no,-90,yes,no,cellular,29,jan,128,1,192,1,failure,no
24431,40,technician,married,secondary,no,990,yes,no,cellular,6,feb,252,3,-1,0,unknown,no
24432,49,blue-collar,married,primary,no,1133,yes,no,cellular,4,may,291,3,-1,0,unknown,no
24433,33,self-employed,single,tertiary,no,4996,no,no,cellular,20,nov,230,1,-1,0,unknown,no
24434,30,technician,married,tertiary,no,910,no,no,cellular,14,aug,228,2,-1,0,unknown,no
24435,48,technician,married,tertiary,no,348,no,no,cellular,19,aug,159,4,-1,0,unknown,no
24436,51,technician,married,secondary,no,113,no,no,cellular,19,nov,193,1,-1,0,unknown,no
24437,32,management,married,tertiary,no,958,yes,no,telephone,17,jul,151,1,-1,0,unknown,no
24438,38,technician,single,tertiary,no,23,no,no,cellular,23,jul,194,1,-1,0,unknown,no
24439,37,services,married,secondary,no,1,no,no,unknown,15,may,395,2,-1,0,unknown,no
24440,39,management,divorced,tertiary,no,133,yes,no,unknown,28,may,136,2,-1,0,unknown,no
24441,39,technician,married,secondary,no,505,no,no,cellular,27,may,86,4,-1,0,unknown,no
24442,31,technician,married,tertiary,no,95,no,no,cellular,21,nov,48,6,-1,0,unknown,no
24443,26,technician,single,secondary,no,3519,yes,no,cellular,18,may,283,1,-1,0,unknown,no
24444,32,student,single,secondary,no,329,yes,no,cellular,17,apr,237,1,-1,0,unknown,no
24445,28,entrepreneur,single,tertiary,no,95,no,no,cellular,4,feb,255,2,-1,0,unknown,no
24446,31,management,single,tertiary,no,0,yes,no,unknown,5,may,562,1,-1,0,unknown,no
24447,52,blue-collar,married,secondary,no,665,yes,no,unknown,15,may,57,4,-1,0,unknown,no
24448,37,admin.,single,secondary,no,155,yes,no,unknown,26,may,460,1,-1,0,unknown,no
24449,53,self-employed,single,secondary,no,186,no,no,cellular,21,nov,92,2,-1,0,unknown,no
24450,71,retired,married,tertiary,no,2651,no,no,cellular,24,aug,73,3,200,2,failure,no
24451,32,management,married,tertiary,no,134,no,yes,cellular,29,aug,162,2,-1,0,unknown,no
24452,50,management,married,tertiary,no,782,no,no,cellular,16,jul,335,1,-1,0,unknown,no
24453,59,housemaid,married,primary,no,0,no,no,unknown,5,jun,307,1,-1,0,unknown,no
24454,33,blue-collar,married,secondary,no,202,yes,no,cellular,17,apr,377,1,-1,0,unknown,no
24455,47,admin.,single,secondary,no,19,yes,yes,cellular,18,nov,90,2,123,1,failure,no
24456,54,admin.,married,secondary,no,2935,yes,yes,cellular,17,nov,137,2,-1,0,unknown,no
24457,47,blue-collar,divorced,secondary,no,3823,yes,yes,cellular,17,apr,647,2,-1,0,unknown,no
24458,36,management,married,tertiary,no,0,yes,no,unknown,2,jun,1576,3,-1,0,unknown,no
24459,43,management,married,tertiary,no,1188,no,no,cellular,27,may,140,2,-1,0,unknown,no
24460,24,admin.,single,secondary,no,1725,yes,no,cellular,7,may,59,1,-1,0,unknown,no
24461,46,blue-collar,single,secondary,no,2401,yes,no,unknown,14,may,218,2,-1,0,unknown,no
24462,48,retired,divorced,primary,no,666,yes,no,cellular,15,may,10,5,-1,0,unknown,no
24463,36,blue-collar,single,tertiary,no,3649,yes,no,cellular,20,nov,399,2,156,2,failure,no
24464,40,technician,single,secondary,no,103,no,no,cellular,25,aug,106,7,-1,0,unknown,no
24465,28,blue-collar,single,secondary,no,38,yes,no,unknown,23,may,31,1,-1,0,unknown,no
24466,33,self-employed,married,tertiary,no,-355,yes,no,unknown,23,may,911,2,-1,0,unknown,no
24467,32,blue-collar,divorced,secondary,no,-15,yes,yes,cellular,11,may,132,3,-1,0,unknown,no
24468,47,unemployed,married,secondary,no,3287,yes,yes,unknown,17,jun,126,1,-1,0,unknown,no
24469,28,technician,single,secondary,no,389,yes,no,cellular,11,may,15,7,-1,0,unknown,no
24470,44,management,divorced,tertiary,no,388,yes,no,telephone,13,may,246,2,370,2,success,no
24471,45,blue-collar,married,unknown,no,13265,no,no,cellular,30,jul,113,2,-1,0,unknown,no
24472,22,student,single,secondary,no,4132,no,no,telephone,3,jun,34,2,-1,0,unknown,no
24473,31,blue-collar,single,secondary,no,259,yes,no,unknown,19,may,287,1,-1,0,unknown,no
24474,32,management,married,secondary,no,3935,yes,no,unknown,29,may,129,2,-1,0,unknown,no
24475,59,retired,married,secondary,no,3812,yes,no,telephone,11,jul,498,2,-1,0,unknown,no
24476,37,services,married,secondary,no,4954,yes,no,cellular,14,may,290,4,356,3,other,no
24477,49,entrepreneur,divorced,tertiary,no,1145,yes,yes,cellular,6,feb,36,4,-1,0,unknown,no
24478,40,blue-collar,married,primary,no,558,yes,yes,unknown,21,may,56,3,-1,0,unknown,no
24479,43,management,married,tertiary,no,1158,yes,no,telephone,12,may,236,6,342,1,other,no
24480,40,unemployed,married,secondary,no,277,yes,no,unknown,26,may,228,2,-1,0,unknown,no
24481,34,blue-collar,married,unknown,no,201,yes,no,cellular,18,may,78,1,-1,0,unknown,no
24482,46,admin.,married,secondary,no,0,yes,yes,cellular,20,apr,239,2,259,2,failure,no
24483,41,blue-collar,single,unknown,no,387,no,no,unknown,20,jun,114,10,-1,0,unknown,no
24484,55,technician,married,secondary,no,1816,no,no,cellular,5,aug,197,1,-1,0,unknown,no
24485,45,blue-collar,married,primary,no,660,yes,no,cellular,14,jul,329,2,-1,0,unknown,no
24486,26,management,single,secondary,no,-38,no,no,cellular,22,jul,443,2,-1,0,unknown,no
24487,22,admin.,single,secondary,no,-1,yes,no,unknown,9,may,136,1,-1,0,unknown,no
24488,32,services,married,secondary,no,11512,yes,no,cellular,20,nov,301,1,183,1,failure,no
24489,39,management,married,tertiary,no,1363,no,no,cellular,21,aug,294,3,-1,0,unknown,no
24490,37,services,married,secondary,no,393,yes,yes,cellular,13,may,95,1,357,1,failure,no
24491,36,admin.,married,secondary,no,4280,no,no,unknown,19,jun,227,6,-1,0,unknown,no
24492,48,management,married,secondary,no,141,no,no,cellular,14,aug,208,8,-1,0,unknown,no
24493,50,admin.,divorced,secondary,no,175,no,no,cellular,22,jul,112,3,-1,0,unknown,no
24494,48,blue-collar,married,secondary,no,705,no,no,unknown,13,may,108,2,-1,0,unknown,no
24495,50,blue-collar,married,primary,no,377,yes,no,unknown,7,may,221,1,-1,0,unknown,no
24496,39,blue-collar,single,secondary,no,277,yes,no,unknown,3,jun,20,8,-1,0,unknown,no
24497,31,blue-collar,single,primary,no,859,yes,no,unknown,2,jun,80,1,-1,0,unknown,no
24498,38,management,single,tertiary,no,15030,yes,no,cellular,13,may,167,1,174,7,other,no
24499,29,technician,single,secondary,no,468,yes,no,cellular,18,may,37,1,370,3,failure,no
24500,43,management,married,tertiary,no,41630,no,no,cellular,18,aug,68,4,-1,0,unknown,no
24501,32,technician,single,secondary,no,644,yes,yes,unknown,21,may,198,1,-1,0,unknown,no
24502,35,management,single,unknown,no,2361,no,no,cellular,9,jul,90,10,-1,0,unknown,no
24503,54,unemployed,single,secondary,no,3611,yes,no,cellular,5,feb,81,1,-1,0,unknown,no
24504,57,management,married,tertiary,no,350,no,no,telephone,4,may,87,3,-1,0,unknown,no
24505,31,admin.,married,secondary,no,8295,yes,no,cellular,19,nov,541,1,-1,0,unknown,no
24506,28,unemployed,single,secondary,no,23,no,no,cellular,28,jan,154,1,-1,0,unknown,no
24507,44,technician,married,secondary,no,196,no,no,cellular,22,jul,367,1,-1,0,unknown,no
24508,39,technician,single,unknown,no,0,yes,no,unknown,7,may,130,1,-1,0,unknown,no
24509,31,technician,single,secondary,no,18,no,no,unknown,31,aug,27,1,-1,0,unknown,no
24510,33,blue-collar,married,primary,yes,-542,yes,no,cellular,6,may,116,2,-1,0,unknown,no
24511,69,retired,married,secondary,no,0,no,no,cellular,16,oct,1580,2,-1,0,unknown,no
24512,49,admin.,divorced,primary,no,112,yes,no,cellular,13,may,79,1,-1,0,unknown,no
24513,39,blue-collar,married,secondary,no,0,yes,no,cellular,30,jul,61,3,-1,0,unknown,no
24514,34,management,married,tertiary,no,1262,no,no,cellular,14,aug,478,1,-1,0,unknown,no
24515,31,entrepreneur,married,tertiary,no,0,yes,no,unknown,23,may,275,2,-1,0,unknown,no
24516,48,management,married,tertiary,no,11,yes,no,cellular,21,aug,102,9,-1,0,unknown,no
24517,35,management,single,tertiary,no,1422,yes,yes,cellular,20,apr,28,7,272,3,other,no
24518,53,blue-collar,married,secondary,no,-71,yes,no,cellular,6,may,91,3,-1,0,unknown,no
24519,42,technician,married,secondary,no,6250,no,no,unknown,9,jun,107,3,-1,0,unknown,no
24520,24,blue-collar,married,primary,no,656,yes,no,unknown,16,may,894,1,-1,0,unknown,yes
24521,54,self-employed,married,secondary,no,641,yes,no,cellular,17,apr,472,1,148,2,failure,no
24522,60,management,married,primary,no,0,no,no,unknown,17,jun,442,1,-1,0,unknown,no
24523,30,management,single,tertiary,no,18,no,no,unknown,20,may,121,11,-1,0,unknown,no
24524,52,entrepreneur,married,tertiary,yes,-468,no,no,cellular,8,jul,534,1,-1,0,unknown,yes
24525,36,services,married,secondary,no,1328,yes,no,unknown,6,jun,82,4,-1,0,unknown,no
24526,32,services,married,secondary,no,386,no,no,cellular,30,apr,222,1,-1,0,unknown,no
24527,32,blue-collar,single,primary,no,3595,yes,no,cellular,21,nov,171,2,-1,0,unknown,no
24528,32,blue-collar,single,primary,no,354,no,no,cellular,23,jul,284,8,-1,0,unknown,no
24529,28,services,single,secondary,no,458,no,no,cellular,18,jul,328,3,-1,0,unknown,no
24530,34,technician,married,secondary,no,268,no,no,cellular,11,aug,47,4,-1,0,unknown,no
24531,33,services,married,secondary,no,28,no,no,cellular,29,aug,73,2,-1,0,unknown,no
24532,33,management,married,tertiary,no,158,no,no,cellular,30,apr,169,2,83,2,success,no
24533,59,technician,married,secondary,no,2613,no,no,cellular,5,feb,79,1,-1,0,unknown,no
24534,46,entrepreneur,married,secondary,no,122,no,no,cellular,5,feb,178,7,-1,0,unknown,no
24535,45,management,divorced,tertiary,no,839,yes,no,cellular,11,may,340,1,264,4,failure,no
24536,45,unemployed,married,secondary,no,-407,yes,no,cellular,15,may,320,3,371,2,failure,no
24537,49,entrepreneur,married,tertiary,no,4976,yes,no,cellular,21,nov,105,1,-1,0,unknown,no
24538,50,blue-collar,divorced,secondary,no,2402,yes,no,unknown,19,may,219,1,-1,0,unknown,no
24539,57,housemaid,married,primary,no,1142,no,no,cellular,5,aug,238,2,-1,0,unknown,no
24540,33,technician,single,secondary,no,121,no,no,cellular,26,aug,210,6,-1,0,unknown,no
24541,40,blue-collar,divorced,primary,no,-78,no,yes,cellular,17,nov,330,2,-1,0,unknown,no
24542,38,technician,married,tertiary,no,0,no,no,unknown,12,jun,112,2,-1,0,unknown,no
24543,46,unemployed,divorced,secondary,no,41,yes,no,unknown,12,may,249,4,-1,0,unknown,no
24544,53,blue-collar,married,secondary,no,70,yes,no,unknown,5,may,611,2,-1,0,unknown,no
24545,51,management,single,tertiary,no,1348,yes,no,unknown,20,jun,9,19,-1,0,unknown,no
24546,54,technician,divorced,secondary,no,2749,yes,no,cellular,3,feb,341,2,-1,0,unknown,no
24547,44,retired,married,secondary,no,181,yes,no,unknown,19,may,131,6,-1,0,unknown,no
24548,37,admin.,married,secondary,no,641,yes,no,unknown,5,jun,42,1,-1,0,unknown,no
24549,28,management,single,tertiary,no,5474,no,no,cellular,4,feb,181,4,191,5,success,no
24550,38,entrepreneur,married,secondary,no,830,yes,no,unknown,19,may,68,2,-1,0,unknown,no
24551,45,admin.,married,secondary,no,-388,yes,no,cellular,14,jul,175,2,-1,0,unknown,no
24552,55,blue-collar,divorced,unknown,no,276,yes,no,cellular,13,may,35,1,-1,0,unknown,no
24553,31,admin.,married,secondary,no,3540,yes,no,cellular,21,nov,441,1,-1,0,unknown,no
24554,28,management,single,tertiary,no,4013,yes,no,unknown,4,jun,386,1,-1,0,unknown,no
24555,58,entrepreneur,married,secondary,no,318,yes,no,cellular,17,nov,430,1,-1,0,unknown,no
24556,43,technician,divorced,secondary,no,-36,yes,no,cellular,17,nov,190,1,104,1,failure,no
24557,59,retired,married,primary,no,213,no,no,cellular,27,aug,184,3,-1,0,unknown,no
24558,50,blue-collar,married,primary,no,71,yes,no,unknown,6,may,678,1,-1,0,unknown,no
24559,36,services,married,secondary,no,3740,yes,no,cellular,7,apr,254,1,-1,0,unknown,no
24560,65,retired,married,tertiary,no,1948,no,no,cellular,2,feb,102,2,-1,0,unknown,no
24561,43,blue-collar,married,secondary,no,678,yes,yes,cellular,13,apr,299,3,-1,0,unknown,no
24562,34,blue-collar,single,secondary,no,558,yes,no,unknown,21,may,43,1,-1,0,unknown,no
24563,49,admin.,married,secondary,no,2732,no,no,unknown,12,jun,558,1,-1,0,unknown,no
24564,58,retired,married,secondary,no,14412,no,no,cellular,18,nov,297,1,-1,0,unknown,no
24565,41,blue-collar,married,secondary,no,0,yes,no,cellular,6,apr,165,4,-1,0,unknown,no
24566,43,admin.,married,tertiary,no,189,yes,no,cellular,14,jul,1062,4,-1,0,unknown,yes
24567,31,management,married,tertiary,no,1575,no,no,cellular,12,aug,178,4,-1,0,unknown,no
24568,43,services,married,secondary,no,-416,yes,yes,cellular,14,jul,80,3,-1,0,unknown,no
24569,41,management,married,tertiary,no,2226,no,no,cellular,30,apr,179,1,-1,0,unknown,no
24570,35,blue-collar,single,primary,no,21,yes,no,unknown,27,may,129,1,-1,0,unknown,no
24571,36,technician,married,tertiary,no,82,yes,no,cellular,29,jul,45,4,-1,0,unknown,no
24572,28,admin.,single,tertiary,no,373,yes,no,cellular,4,feb,126,1,-1,0,unknown,no
24573,42,self-employed,married,tertiary,no,6383,no,no,cellular,27,aug,111,5,-1,0,unknown,no
24574,38,self-employed,single,secondary,yes,0,no,no,unknown,11,jun,68,3,-1,0,unknown,no
24575,34,technician,married,secondary,no,367,yes,no,unknown,6,may,140,1,-1,0,unknown,no
24576,31,management,single,tertiary,no,3283,no,no,cellular,21,nov,377,1,-1,0,unknown,no
24577,44,blue-collar,married,primary,no,103,yes,no,cellular,12,may,79,1,329,2,failure,no
24578,56,technician,divorced,secondary,no,689,yes,no,cellular,17,nov,110,1,103,4,failure,no
24579,36,entrepreneur,married,secondary,no,546,no,no,cellular,9,feb,297,3,-1,0,unknown,no
24580,40,blue-collar,married,primary,no,1397,yes,no,telephone,12,may,58,2,334,1,failure,no
24581,59,management,married,tertiary,no,37,no,no,cellular,12,aug,64,9,-1,0,unknown,no
24582,39,blue-collar,married,secondary,no,3231,yes,yes,unknown,5,jun,164,2,-1,0,unknown,no
24583,40,technician,married,secondary,no,0,no,yes,unknown,26,jun,178,2,-1,0,unknown,no
24584,33,management,married,tertiary,no,2750,no,no,cellular,5,feb,242,1,-1,0,unknown,no
24585,52,admin.,divorced,tertiary,no,0,yes,yes,cellular,30,jun,122,1,64,1,failure,no
24586,31,technician,married,secondary,no,54,no,no,cellular,7,aug,137,2,-1,0,unknown,no
24587,42,blue-collar,married,primary,no,142,yes,no,cellular,14,may,11,5,-1,0,unknown,no
24588,38,technician,married,secondary,no,2000,yes,no,cellular,7,may,198,2,-1,0,unknown,no
24589,28,services,single,secondary,no,198,no,no,cellular,7,jul,159,1,-1,0,unknown,no
24590,30,blue-collar,married,secondary,no,173,yes,no,unknown,13,may,217,1,-1,0,unknown,no
24591,55,technician,married,unknown,no,1393,yes,yes,telephone,21,nov,55,5,-1,0,unknown,no
24592,31,management,married,tertiary,no,256,yes,no,cellular,7,jul,28,24,-1,0,unknown,no
24593,32,technician,married,secondary,no,-95,yes,no,cellular,29,jul,935,4,-1,0,unknown,no
24594,30,entrepreneur,married,primary,no,386,yes,no,cellular,15,may,253,4,-1,0,unknown,no
24595,34,management,single,tertiary,no,0,no,no,cellular,21,aug,183,2,-1,0,unknown,no
24596,46,blue-collar,single,secondary,no,0,no,no,unknown,21,may,27,10,-1,0,unknown,no
24597,47,management,married,tertiary,no,1057,no,no,cellular,4,aug,488,2,-1,0,unknown,no
