ID,Carat Weight,Cut,Color,Clarity,Polish,Symmetry,Report,Price
4046,1.01,Very Good,H,SI1,G,VG,GIA,4659
4047,1.06,Ideal,H,VS2,EX,EX,GIA,6058
4048,1.02,Ideal,F,VVS1,EX,EX,GIA,9761
4049,1.51,Ideal,H,VS2,VG,EX,GIA,10974
4050,1.06,Signature-Ideal,G,VS1,EX,EX,GIA,8093
4051,1.01,Very Good,E,SI1,EX,EX,GIA,5534
4052,0.79,Very Good,H,SI1,VG,EX,GIA,2551
4053,1.29,Signature-Ideal,F,VVS2,ID,ID,AGSL,14757
4054,1.02,Ideal,G,VS1,ID,ID,AGSL,7123
4055,2.43,Ideal,I,IF,EX,VG,GIA,26638
4056,1.03,Ideal,D,SI1,EX,VG,GIA,5804
4057,1.55,Ideal,G,VS2,VG,EX,GIA,12526
4058,1.04,Ideal,F,VS2,VG,VG,GIA,7035
4059,1,Good,F,IF,G,G,GIA,8903
4060,1,Good,F,SI1,VG,VG,GIA,4608
4061,1.36,Ideal,D,VS1,VG,EX,GIA,13725
4062,0.9,Very Good,D,SI1,VG,G,GIA,4497
4063,2,Good,G,VS1,G,G,GIA,25994
4064,0.9,Fair,E,SI1,VG,VG,GIA,3920
4065,2.34,Ideal,G,VS1,ID,ID,AGSL,32776
4066,1.22,Ideal,H,SI1,EX,EX,GIA,6727
4067,1.21,Very Good,H,SI1,G,VG,GIA,6075
4068,2.7,Very Good,G,VS2,G,VG,GIA,35472
4069,2,Ideal,H,VVS1,EX,VG,GIA,26746
4070,2,Good,F,SI1,VG,G,GIA,20221
4071,2.37,Very Good,G,VS2,VG,EX,GIA,30391
4072,1.02,Very Good,F,VS2,VG,VG,GIA,6407
4073,1,Good,G,SI1,VG,VG,GIA,4194
4074,1.1,Very Good,G,VS2,VG,VG,GIA,6643
4075,1.02,Ideal,F,VS2,EX,VG,GIA,6645
4076,2.07,Ideal,I,VS2,VG,VG,GIA,17135
4077,1.19,Ideal,D,SI1,EX,EX,GIA,6857
4078,1.56,Ideal,D,SI1,EX,EX,GIA,10934
4079,2.07,Very Good,D,VVS2,G,VG,GIA,46229
4080,1.16,Very Good,G,SI1,EX,G,GIA,6292
4081,2.28,Ideal,D,IF,VG,EX,GIA,73209
4082,2.07,Very Good,G,VVS1,G,VG,GIA,33017
4083,1.08,Very Good,G,VS2,VG,EX,GIA,6168
4084,1.22,Ideal,H,SI1,VG,VG,GIA,5872
4085,1.02,Ideal,E,VS2,EX,EX,GIA,7465
4086,1.03,Ideal,E,SI1,VG,EX,GIA,5476
4087,1.27,Very Good,H,VS1,EX,EX,GIA,8235
4088,1.16,Ideal,F,VS2,EX,EX,GIA,9432
4089,2,Very Good,H,VS1,G,VG,GIA,21100
4090,1.21,Ideal,F,VS1,VG,EX,GIA,9746
4091,1.01,Very Good,F,SI1,EX,VG,GIA,5174
4092,1.51,Ideal,G,VS2,VG,EX,GIA,12913
4093,1.21,Ideal,F,VS1,ID,ID,AGSL,11045
4094,1,Ideal,H,VS2,VG,VG,GIA,5536
4095,1.88,Ideal,I,VS2,VG,VG,GIA,12193
4096,1.5,Very Good,D,VS2,VG,VG,GIA,14368
4097,1.52,Ideal,H,VS2,EX,EX,GIA,11716
4098,1.01,Good,I,VS2,VG,G,GIA,4369
4099,2.07,Very Good,I,VS2,VG,EX,GIA,16378
4100,2.07,Ideal,D,VVS2,VG,VG,GIA,46290
4101,1.12,Very Good,D,SI1,VG,G,GIA,6132
4102,1.16,Very Good,G,VS1,VG,VG,GIA,7589
4103,2.02,Ideal,H,VS1,VG,VG,GIA,24826
4104,2.09,Ideal,H,VVS2,VG,VG,GIA,24699
4105,1.02,Ideal,F,VS2,ID,ID,AGSL,7078
4106,0.9,Good,F,SI1,EX,VG,GIA,3898
4107,1.01,Very Good,G,VS2,EX,EX,GIA,6406
4108,1.02,Very Good,G,VVS2,VG,EX,GIA,8252
4109,1.14,Ideal,D,SI1,VG,G,GIA,6070
4110,0.9,Good,G,SI1,VG,G,GIA,3669
4111,2.01,Good,G,SI1,EX,VG,GIA,17656
4112,1.01,Good,D,SI1,VG,G,GIA,5380
4113,1.5,Very Good,G,VS1,EX,G,GIA,11844
4114,1.08,Ideal,H,SI1,VG,VG,GIA,5059
4115,2.04,Ideal,H,SI1,EX,EX,GIA,18490
4116,1.25,Ideal,G,VVS2,VG,VG,GIA,11089
4117,2.09,Ideal,I,VS2,VG,VG,GIA,17295
4118,1,Ideal,F,VVS2,ID,ID,AGSL,9014
4119,2.17,Ideal,G,SI1,VG,EX,GIA,20823
4120,1.35,Ideal,H,IF,VG,EX,GIA,10067
4121,1.02,Very Good,E,SI1,VG,VG,GIA,5667
4122,1.09,Ideal,F,IF,G,G,GIA,11888
4123,2.01,Very Good,F,SI1,VG,VG,GIA,20004
4124,2.17,Ideal,I,SI1,VG,VG,GIA,16645
4125,0.9,Very Good,I,SI1,VG,VG,GIA,3407
4126,2.01,Ideal,G,VS2,EX,VG,GIA,26069
4127,2.15,Very Good,I,VS2,VG,VG,GIA,17774
4128,1.12,Very Good,E,VS1,ID,ID,AGSL,8788
4129,0.77,Very Good,F,VVS1,G,VG,GIA,4399
4130,1.29,Ideal,D,VS2,VG,VG,GIA,11059
4131,1.05,Very Good,G,VS1,G,VG,GIA,6766
4132,1.59,Very Good,H,VS1,VG,VG,GIA,11635
4133,0.77,Very Good,E,VS2,EX,EX,GIA,3911
4134,1.04,Very Good,G,VS2,VG,G,GIA,5778
4135,0.9,Good,E,VVS1,EX,VG,GIA,7214
4136,1.09,Ideal,F,VS2,EX,VG,GIA,7266
4137,0.9,Very Good,D,SI1,G,VG,GIA,4518
4138,1.06,Signature-Ideal,G,VS1,EX,EX,GIA,8093
4139,1.02,Very Good,D,SI1,G,VG,GIA,5839
4140,1.27,Ideal,H,VS2,EX,EX,GIA,8138
4141,1.14,Ideal,G,VS2,EX,VG,GIA,7371
4142,2.05,Ideal,D,SI1,G,G,GIA,24019
4143,0.9,Very Good,G,SI1,EX,VG,GIA,3945
4144,1.07,Ideal,H,VS1,EX,EX,GIA,6479
4145,1.27,Ideal,F,VVS1,EX,EX,GIA,13530
4146,0.9,Ideal,E,SI1,VG,VG,GIA,4265
4147,2.04,Very Good,F,VS1,EX,EX,GIA,33081
4148,0.9,Very Good,I,VS2,EX,G,GIA,3720
4149,0.93,Very Good,G,SI1,VG,G,GIA,4252
4150,1.01,Very Good,D,SI1,VG,VG,GIA,5812
4151,0.77,Very Good,H,VS2,EX,VG,GIA,2488
4152,1.36,Signature-Ideal,H,SI1,EX,EX,GIA,8989
4153,2.01,Ideal,G,VS1,VG,VG,GIA,23156
4154,0.75,Very Good,E,VS2,EX,EX,GIA,3365
4155,1.5,Very Good,I,VS2,VG,G,GIA,9250
4156,1.01,Good,F,VS2,EX,VG,GIA,6158
4157,2.01,Good,G,SI1,VG,VG,GIA,18613
4158,2.28,Ideal,G,VVS2,VG,VG,GIA,33839
4159,1.12,Very Good,I,VS2,ID,ID,AGSL,5249
4160,0.9,Very Good,F,SI1,VG,VG,GIA,3950
4161,1.21,Ideal,I,SI1,VG,VG,GIA,5452
4162,1.01,Good,I,SI1,EX,EX,AGSL,4331
4163,2.02,Very Good,I,VS2,VG,VG,GIA,15791
4164,1.01,Good,G,SI1,VG,G,GIA,4905
4165,0.75,Ideal,E,VS1,VG,VG,GIA,3535
4166,0.77,Ideal,D,VVS2,EX,EX,GIA,5207
4167,1.01,Very Good,D,VS2,G,G,GIA,6563
4168,1.01,Very Good,D,IF,VG,VG,GIA,18187
4169,0.9,Very Good,E,VS1,G,VG,GIA,4951
4170,2.05,Good,F,SI1,EX,VG,AGSL,21358
4171,2.01,Very Good,F,VS2,EX,VG,GIA,26109
4172,2.01,Good,G,SI1,EX,EX,AGSL,17879
4173,1.31,Good,H,SI1,VG,VG,GIA,6793
4174,1.51,Very Good,E,SI1,EX,EX,AGSL,12064
4175,0.92,Very Good,G,VVS2,VG,G,GIA,5183
4176,1.01,Very Good,E,VS2,EX,EX,GIA,7290
4177,1.05,Very Good,G,IF,VG,EX,GIA,9077
4178,2.25,Ideal,G,VS1,EX,EX,GIA,29299
4179,0.81,Ideal,I,VS2,EX,VG,AGSL,2444
4180,1.01,Very Good,I,VS1,EX,EX,GIA,5041
4181,0.75,Signature-Ideal,H,SI1,EX,EX,GIA,3011
4182,2,Good,E,SI1,G,VG,GIA,18897
4183,0.82,Good,F,VS2,EX,VG,AGSL,3363
4184,0.76,Very Good,E,VS2,VG,G,GIA,3111
4185,1,Fair,F,SI1,VG,VG,GIA,4925
4186,0.9,Good,G,SI1,EX,VG,GIA,3804
4187,2.07,Ideal,G,VS1,EX,VG,GIA,28636
4188,2,Very Good,G,VS2,EX,EX,GIA,23503
4189,1.07,Very Good,H,VS1,ID,EX,AGSL,6262
4190,1.21,Ideal,H,VVS1,ID,ID,AGSL,8286
4191,1.01,Fair,G,SI1,EX,VG,AGSL,4176
4192,2.3,Ideal,G,VS1,EX,EX,GIA,32635
4193,1.09,Very Good,F,SI1,VG,G,GIA,5570
4194,1,Good,H,VS2,VG,G,GIA,5254
4195,1.09,Signature-Ideal,G,VS1,ID,ID,AGSL,8602
4196,1,Very Good,G,VVS1,G,G,GIA,8246
4197,1.03,Ideal,H,SI1,EX,EX,GIA,5519
4198,1.03,Very Good,H,SI1,VG,VG,GIA,4800
4199,1.36,Very Good,G,IF,EX,VG,GIA,12515
4200,1.03,Very Good,H,SI1,VG,VG,GIA,4725
4201,1.01,Ideal,G,IF,VG,EX,GIA,8869
4202,1.45,Ideal,I,VS1,EX,EX,GIA,8718
4203,0.9,Fair,D,VS2,VG,VG,GIA,4277
4204,2,Very Good,D,VVS2,EX,VG,GIA,47413
4205,2.07,Very Good,H,SI1,EX,VG,GIA,17893
4206,1.01,Ideal,E,VS2,VG,VG,GIA,6956
4207,1.16,Ideal,F,VS1,EX,EX,GIA,9004
4208,2.1,Ideal,H,VS1,EX,VG,GIA,21861
4209,2.05,Very Good,G,VS2,EX,VG,GIA,24082
4210,1,Very Good,G,VVS2,VG,VG,GIA,7403
4211,1,Very Good,G,VS2,VG,VG,GIA,5747
4212,1,Very Good,G,VS2,EX,EX,GIA,6208
4213,1.55,Ideal,F,VVS2,EX,EX,GIA,19904
4214,0.8,Very Good,I,SI1,EX,VG,GIA,2473
4215,1.32,Very Good,H,SI1,VG,G,GIA,7270
4216,0.92,Ideal,I,SI1,VG,VG,GIA,3580
4217,1.08,Good,G,VS2,VG,G,GIA,6708
4218,0.9,Good,G,VS1,VG,G,GIA,3977
4219,2.34,Signature-Ideal,F,IF,ID,ID,AGSL,59538
4220,1.01,Good,I,SI1,VG,G,GIA,4069
4221,1.32,Ideal,D,VVS2,EX,EX,GIA,16099
4222,1.52,Very Good,H,VS1,VG,VG,GIA,11162
4223,1.02,Ideal,F,IF,VG,EX,GIA,11116
4224,1.21,Very Good,D,VS2,VG,EX,GIA,9196
4225,0.89,Very Good,I,VS2,G,G,GIA,3238
4226,1.01,Very Good,G,IF,VG,EX,GIA,8957
4227,1.39,Very Good,I,VS1,G,VG,GIA,7893
4228,0.9,Ideal,H,VS1,VG,VG,GIA,4428
4229,0.76,Ideal,H,VS2,VG,EX,GIA,2797
4230,1,Very Good,I,SI1,G,VG,GIA,4149
4231,1,Ideal,E,SI1,G,G,AGSL,5622
4232,1.2,Very Good,H,SI1,VG,VG,GIA,6377
4233,1.07,Ideal,F,VVS2,EX,EX,GIA,10061
4234,1.05,Very Good,H,VS2,EX,VG,GIA,5633
4235,1.39,Very Good,H,VS2,VG,G,GIA,8951
4236,2.08,Very Good,F,VS2,EX,EX,GIA,28010
4237,1.27,Ideal,H,VS2,VG,EX,GIA,7271
4238,1.4,Very Good,G,IF,EX,G,GIA,14252
4239,1.08,Ideal,D,VS1,VG,VG,GIA,7867
4240,0.91,Very Good,F,SI1,EX,VG,GIA,4546
4241,2.01,Very Good,I,VS1,VG,VG,GIA,16811
4242,2.11,Ideal,H,VS1,EX,EX,GIA,25309
4243,1.55,Ideal,I,VS1,ID,ID,AGSL,10583
4244,0.77,Very Good,I,VS1,VG,VG,GIA,2750
4245,1.51,Fair,H,VS2,VG,G,GIA,9678
4246,0.8,Ideal,F,VS1,VG,VG,GIA,3994
4247,1.09,Very Good,H,VS2,G,VG,GIA,5551
4248,1.03,Ideal,H,SI1,VG,VG,GIA,5418
4249,0.9,Very Good,E,SI1,EX,VG,GIA,5387
4250,0.93,Very Good,I,VS1,EX,EX,GIA,4033
4251,2.09,Very Good,H,IF,VG,VG,GIA,26342
4252,1.04,Very Good,F,IF,EX,G,GIA,10161
4253,1.51,Very Good,D,SI1,EX,VG,GIA,12106
4254,1.3,Good,E,VVS2,G,EX,GIA,12967
4255,0.76,Ideal,G,VS2,EX,EX,GIA,3114
4256,1.01,Ideal,G,VS1,EX,EX,GIA,7262
4257,1.09,Very Good,G,VVS2,G,G,GIA,7878
4258,0.9,Ideal,E,SI1,EX,VG,GIA,5450
4259,1.51,Ideal,D,VVS2,ID,ID,AGSL,23003
4260,1.01,Ideal,G,VS2,VG,VG,GIA,6512
4261,1,Fair,E,SI1,G,G,GIA,5212
4262,0.9,Very Good,E,SI1,EX,VG,GIA,4090
4263,1.63,Signature-Ideal,H,VS1,EX,EX,GIA,14261
4264,1.04,Ideal,D,SI1,VG,EX,GIA,6116
4265,1.5,Good,I,SI1,VG,G,GIA,6994
4266,2.01,Very Good,I,VS2,VG,VG,GIA,17570
4267,0.9,Very Good,E,SI1,EX,EX,GIA,4921
4268,2.91,Good,I,SI1,VG,VG,GIA,27277
4269,2.02,Very Good,F,VS2,VG,G,GIA,26435
4270,1.58,Ideal,G,VVS2,VG,VG,GIA,17321
4271,0.91,Ideal,D,SI1,VG,VG,GIA,4460
4272,2.07,Very Good,F,VS1,VG,G,GIA,29735
4273,0.81,Very Good,E,SI1,VG,G,GIA,3643
4274,1.07,Good,H,SI1,VG,VG,GIA,4786
4275,0.91,Good,H,VS2,VG,VG,GIA,4222
4276,1.29,Very Good,G,VVS2,EX,VG,GIA,10565
4277,2.01,Ideal,E,VS1,EX,EX,GIA,34586
4278,1,Good,D,SI1,VG,EX,GIA,5405
4279,1.21,Ideal,I,VS1,EX,EX,GIA,7037
4280,2.3,Ideal,D,VVS2,VG,EX,GIA,54845
4281,1.18,Ideal,H,SI1,EX,EX,GIA,6364
4282,1.05,Very Good,G,SI1,ID,ID,AGSL,5480
4283,0.91,Good,I,SI1,VG,VG,GIA,3076
4284,2.01,Good,H,VS2,VG,VG,GIA,19340
4285,0.75,Very Good,E,VVS2,G,VG,GIA,4005
4286,1.01,Very Good,E,VS2,VG,VG,GIA,6265
4287,1.09,Signature-Ideal,I,VS1,EX,EX,GIA,6225
4288,2.11,Very Good,I,VS1,G,EX,GIA,18282
4289,1.65,Very Good,F,SI1,VG,VG,GIA,11117
4290,0.77,Signature-Ideal,F,SI1,EX,EX,GIA,3108
4291,1,Good,E,SI1,VG,G,GIA,4916
4292,1.2,Very Good,F,VS2,EX,VG,GIA,9007
4293,1.02,Very Good,G,SI1,EX,VG,GIA,4659
4294,0.86,Very Good,I,VVS2,VG,G,GIA,3207
4295,2.12,Ideal,F,VS2,ID,ID,AGSL,26078
4296,1.5,Very Good,I,VVS2,VG,VG,GIA,11889
4297,1.59,Ideal,I,SI1,EX,EX,GIA,9209
4298,1.29,Ideal,G,SI1,VG,VG,GIA,7623
4299,1.03,Ideal,F,VS1,EX,EX,GIA,8939
4300,1.32,Very Good,H,SI1,VG,VG,GIA,7389
4301,0.92,Very Good,F,VS2,G,VG,GIA,5279
4302,2.3,Very Good,H,VS2,EX,G,GIA,23864
4303,0.96,Good,D,SI1,EX,VG,GIA,4693
4304,1.22,Very Good,H,SI1,G,VG,GIA,6350
4305,1.5,Ideal,G,VS2,ID,ID,AGSL,13135
4306,1,Good,E,VVS1,EX,VG,GIA,8359
4307,1.09,Very Good,H,SI1,EX,EX,GIA,5950
4308,2.29,Ideal,D,VS1,VG,VG,GIA,40644
4309,1.21,Very Good,I,SI1,VG,VG,GIA,5452
4310,0.9,Good,E,SI1,VG,VG,GIA,3931
4311,1.56,Very Good,E,VS2,VG,VG,GIA,13163
4312,1,Very Good,I,VS2,VG,G,GIA,4425
4313,1.02,Ideal,H,SI1,EX,EX,GIA,6264
4314,1.02,Very Good,I,VS2,VG,EX,GIA,5013
4315,2,Very Good,E,VS2,VG,VG,GIA,24530
4316,0.9,Very Good,H,VS2,EX,VG,GIA,4173
4317,0.9,Good,G,SI1,VG,VG,GIA,3231
4318,2.05,Very Good,E,VS2,VG,EX,GIA,30037
4319,0.83,Ideal,H,VS1,ID,ID,AGSL,3433
4320,0.9,Very Good,H,VS1,VG,VG,GIA,4058
4321,2.08,Ideal,G,VS1,EX,EX,GIA,28655
4322,1.01,Good,F,VS2,G,G,GIA,6158
4323,2.03,Ideal,F,VS1,VG,VG,GIA,31514
4324,1.53,Ideal,G,SI1,EX,VG,GIA,10972
4325,1.21,Very Good,H,VS2,VG,VG,GIA,6887
4326,1.06,Ideal,D,VS2,EX,EX,GIA,8143
4327,2.05,Very Good,H,VS2,EX,EX,GIA,21172
4328,1.01,Good,I,VS1,VG,G,GIA,4711
4329,0.93,Very Good,D,VS1,VG,VG,GIA,5862
4330,2.01,Fair,D,SI1,G,G,GIA,19079
4331,1.21,Ideal,I,SI1,VG,VG,GIA,5452
4332,2.27,Ideal,G,VS2,EX,VG,GIA,28766
4333,1.12,Ideal,I,VS2,EX,EX,GIA,5956
4334,1.11,Very Good,G,VS2,G,G,GIA,6311
4335,1.05,Ideal,H,SI1,ID,ID,AGSL,5407
4336,1.52,Very Good,G,VS1,VG,VG,GIA,13492
4337,1.03,Ideal,D,VVS2,EX,VG,GIA,9798
4338,2.05,Ideal,H,VS1,ID,ID,AGSL,22892
4339,2.16,Ideal,E,VS1,EX,EX,GIA,34918
4340,0.8,Ideal,E,VVS2,EX,EX,GIA,4747
4341,1.02,Very Good,H,VS1,G,G,GIA,5378
4342,1.03,Very Good,H,SI1,EX,EX,GIA,4705
4343,1.13,Ideal,G,VS1,ID,ID,AGSL,7808
4344,1.12,Ideal,D,SI1,EX,EX,GIA,7145
4345,0.86,Ideal,F,VS2,EX,EX,GIA,4398
4346,1,Fair,E,SI1,VG,G,GIA,4798
4347,2.2,Ideal,I,VVS2,ID,ID,AGSL,21918
4348,1.09,Ideal,H,VS2,EX,EX,GIA,6419
4349,2.5,Very Good,F,VS1,VG,EX,GIA,44192
4350,1,Good,H,SI1,VG,VG,GIA,4405
4351,2.02,Very Good,I,VS2,VG,G,GIA,15759
4352,2.03,Very Good,E,VS2,EX,EX,GIA,28878
4353,1.5,Good,E,VVS2,G,G,GIA,18034
4354,0.91,Very Good,I,VS2,VG,G,GIA,3664
4355,1.01,Very Good,F,SI1,EX,EX,GIA,5220
4356,2.24,Ideal,F,VS2,EX,EX,GIA,32380
4357,2.02,Very Good,H,SI1,EX,EX,GIA,18930
4358,1.71,Very Good,F,VS1,VG,VG,GIA,17768
4359,1.21,Ideal,F,VS2,EX,EX,GIA,9335
4360,2.27,Very Good,G,VS2,VG,VG,GIA,27252
4361,1.52,Very Good,F,VS1,EX,EX,GIA,15819
4362,1.01,Very Good,F,VS1,VG,EX,GIA,7107
4363,1.13,Signature-Ideal,I,VS1,ID,ID,AGSL,6980
4364,1.05,Ideal,G,SI1,EX,EX,GIA,5591
4365,1.05,Ideal,G,SI1,EX,EX,GIA,5361
4366,1.51,Ideal,D,SI1,EX,VG,GIA,13097
4367,2.07,Very Good,H,SI1,VG,VG,GIA,17427
4368,0.92,Ideal,G,SI1,EX,EX,GIA,4249
4369,1.34,Very Good,I,VS2,VG,VG,GIA,6883
4370,2.01,Very Good,F,SI1,VG,G,GIA,19570
4371,0.91,Very Good,G,VS2,EX,EX,GIA,5484
4372,2.05,Very Good,E,VS1,VG,G,GIA,32676
4373,2.01,Very Good,E,VS1,VG,VG,GIA,32783
4374,1.59,Very Good,G,VVS2,EX,EX,GIA,16327
4375,1.01,Good,G,VS2,EX,G,GIA,5918
4376,1.06,Very Good,G,VS1,EX,EX,GIA,6778
4377,0.79,Very Good,H,VS2,G,VG,GIA,2945
4378,1.12,Very Good,I,SI1,G,VG,GIA,4624
4379,1.01,Good,F,SI1,VG,VG,GIA,4866
4380,1.02,Very Good,H,SI1,VG,EX,GIA,4802
4381,1.12,Very Good,H,SI1,VG,VG,GIA,5027
4382,0.9,Good,H,SI1,VG,VG,GIA,3730
4383,0.92,Good,I,SI1,VG,VG,GIA,3122
4384,1.31,Ideal,G,VVS1,EX,EX,GIA,13406
4385,0.9,Ideal,F,SI1,G,VG,GIA,4390
4386,0.9,Ideal,D,SI1,EX,VG,GIA,4475
4387,2.02,Very Good,H,VS1,VG,G,GIA,21039
4388,2.01,Good,H,VS1,VG,VG,GIA,20157
4389,1.06,Very Good,G,VS1,VG,VG,GIA,7191
4390,2.37,Ideal,H,VS1,VG,VG,GIA,27097
4391,0.91,Very Good,H,VS2,G,G,GIA,4193
4392,1.11,Very Good,I,VS2,VG,VG,GIA,4977
4393,2.58,Ideal,F,VS2,EX,EX,GIA,39821
4394,1.04,Very Good,D,IF,G,G,GIA,14206
4395,1.09,Signature-Ideal,I,VS1,ID,ID,AGSL,6225
4396,1.12,Signature-Ideal,I,SI1,ID,ID,AGSL,6143
4397,1.02,Very Good,F,VS2,G,VG,GIA,6007
4398,0.8,Ideal,E,VS1,VG,VG,GIA,3714
4399,1.26,Signature-Ideal,F,VVS1,EX,EX,GIA,15247
4400,0.91,Very Good,H,VS1,VG,VG,GIA,4399
4401,1.02,Very Good,F,VVS2,VG,G,GIA,8627
4402,1.28,Ideal,G,IF,EX,VG,GIA,11372
4403,2.79,Ideal,D,VVS2,EX,EX,GIA,77033
4404,2.24,Ideal,I,VS2,ID,ID,AGSL,19699
4405,1,Very Good,G,VS2,VG,G,GIA,5766
4406,0.81,Ideal,G,VS2,VG,VG,GIA,3650
4407,0.75,Signature-Ideal,F,VVS1,ID,ID,AGSL,5288
4408,1.72,Ideal,G,SI1,ID,ID,AGSL,13215
4409,1.85,Very Good,G,VS2,G,G,GIA,17479
4410,0.9,Very Good,H,SI1,EX,EX,GIA,3388
4411,2,Good,H,SI1,VG,VG,GIA,17033
4412,1.2,Very Good,H,VS2,EX,EX,AGSL,6672
4413,1.11,Ideal,F,VS2,EX,VG,GIA,9144
4414,0.76,Ideal,E,SI1,VG,EX,GIA,3087
4415,1.07,Very Good,H,SI1,VG,VG,GIA,5808
4416,1,Good,H,SI1,VG,VG,GIA,4864
4417,1.02,Very Good,I,VS1,G,VG,GIA,5302
4418,1.02,Very Good,F,SI1,EX,EX,GIA,5701
4419,1.04,Ideal,G,VVS2,EX,EX,GIA,8271
4420,2.03,Very Good,F,VS1,VG,VG,GIA,30894
4421,1.34,Ideal,G,VVS2,EX,EX,GIA,12008
4422,2.17,Ideal,H,SI1,EX,EX,GIA,20303
4423,1.01,Very Good,E,SI1,VG,G,GIA,5233
4424,1.6,Ideal,I,SI1,G,G,GIA,9376
4425,1.01,Ideal,E,VVS2,EX,EX,GIA,9780
4426,1.5,Very Good,F,SI1,EX,EX,GIA,11491
4427,1.14,Ideal,H,VS2,VG,VG,GIA,6023
4428,2.01,Very Good,I,VS1,EX,EX,GIA,17877
4429,0.75,Very Good,D,SI1,VG,EX,GIA,3085
4430,1.51,Good,I,VS2,EX,G,GIA,8939
4431,1.46,Very Good,D,IF,EX,VG,AGSL,25848
4432,0.8,Good,F,VS1,VG,G,GIA,3873
4433,1.01,Very Good,I,VS2,VG,VG,GIA,4409
4434,2.04,Ideal,H,VVS2,EX,EX,GIA,22481
4435,1.08,Very Good,G,VS1,EX,EX,GIA,6566
4436,1.5,Ideal,G,VS2,ID,ID,AGSL,13135
4437,1.59,Ideal,E,VS2,EX,EX,GIA,17929
4438,1.05,Ideal,F,VVS2,VG,VG,GIA,10011
4439,2.01,Very Good,D,SI1,VG,EX,GIA,21440
4440,1.57,Ideal,H,SI1,EX,EX,GIA,9416
4441,2.02,Very Good,E,VS2,EX,EX,GIA,28147
4442,1.01,Good,G,SI1,VG,G,GIA,4805
4443,1,Ideal,I,SI1,VG,EX,GIA,4602
4444,0.9,Very Good,G,VS2,EX,VG,GIA,4400
4445,2.25,Good,I,VS2,G,VG,GIA,18623
4446,1.35,Very Good,I,VS2,VG,VG,GIA,6961
4447,1.06,Signature-Ideal,G,VS1,ID,ID,AGSL,8093
4448,0.77,Ideal,I,VS1,EX,EX,GIA,2798
4449,1.51,Very Good,I,VVS2,VG,VG,GIA,9813
4450,1.29,Very Good,G,VS1,G,VG,GIA,9105
4451,2.6,Very Good,I,VS2,EX,VG,GIA,24230
4452,0.83,Ideal,G,VS2,EX,EX,GIA,3849
4453,1.22,Very Good,G,VVS2,EX,EX,GIA,9919
4454,0.92,Ideal,I,SI1,VG,VG,GIA,3610
4455,1.06,Ideal,E,SI1,EX,EX,GIA,5798
4456,1.02,Ideal,G,VS2,EX,EX,GIA,6591
4457,1.51,Ideal,I,VS1,EX,EX,AGSL,9966
4458,1.02,Signature-Ideal,E,VS2,ID,ID,AGSL,8737
4459,1.09,Ideal,F,VVS2,VG,VG,GIA,9558
4460,1.01,Good,G,VS1,VG,VG,GIA,6283
4461,1.01,Ideal,D,VVS2,VG,VG,GIA,10819
4462,1.51,Very Good,I,VS2,G,VG,GIA,9058
4463,2,Very Good,D,VS1,EX,VG,GIA,30542
4464,1.06,Very Good,G,VS1,ID,ID,AGSL,7132
4465,1.04,Ideal,H,SI1,VG,VG,GIA,5759
4466,1.03,Ideal,D,SI1,EX,EX,GIA,6610
4467,1.32,Ideal,G,VS1,ID,ID,AGSL,10298
4468,0.82,Ideal,E,SI1,EX,VG,GIA,3380
4469,2.02,Very Good,F,VS2,EX,EX,GIA,27542
4470,0.9,Very Good,D,VVS2,EX,VG,GIA,5423
4471,1.54,Ideal,F,SI1,ID,ID,AGSL,12227
4472,1.55,Very Good,H,SI1,VG,VG,GIA,10076
4473,1.01,Good,D,SI1,VG,VG,GIA,5541
4474,1.01,Very Good,F,VS2,EX,EX,GIA,7098
4475,1.51,Ideal,H,VS1,VG,VG,GIA,12291
4476,2.06,Ideal,D,VS2,VG,G,GIA,31880
4477,1,Very Good,E,VS2,VG,G,GIA,6285
4478,0.82,Ideal,E,SI1,EX,EX,GIA,3966
4479,2.07,Ideal,D,VS2,VG,VG,GIA,27142
4480,1.01,Very Good,E,SI1,VG,VG,GIA,5224
4481,1.01,Good,H,SI1,VG,VG,GIA,4553
4482,0.91,Ideal,E,SI1,VG,VG,GIA,4370
4483,1.04,Ideal,I,SI1,VG,EX,GIA,4836
4484,1.05,Ideal,G,SI1,EX,VG,GIA,5361
4485,1.53,Ideal,E,SI1,ID,ID,AGSL,12791
4486,1.01,Very Good,E,SI1,G,G,GIA,5627
4487,1,Very Good,I,SI1,EX,VG,GIA,4719
4488,1.01,Fair,E,SI1,EX,G,GIA,5185
4489,1.32,Ideal,I,SI1,EX,EX,GIA,7162
4490,0.85,Good,G,SI1,VG,VG,GIA,2945
4491,1.27,Ideal,I,VS1,G,VG,GIA,6396
4492,1.68,Very Good,F,VVS2,VG,VG,GIA,20774
4493,0.96,Fair,I,SI1,G,G,GIA,3341
4494,2.22,Ideal,I,VS2,ID,ID,AGSL,19824
4495,1.07,Ideal,F,SI1,EX,EX,GIA,6049
4496,1.02,Very Good,I,VS2,EX,VG,GIA,4762
4497,2.04,Ideal,D,VS2,EX,EX,GIA,28297
4498,1.11,Very Good,H,SI1,EX,EX,GIA,5503
4499,2.01,Very Good,I,VS2,VG,G,GIA,16383
4500,0.77,Very Good,D,VS2,G,VG,GIA,3787
